date,code,open,high,low,close,volume,amount
2022-08-24,sh.601728,3.8,3.8,3.74,3.74,67696017,254676380.21
2022-08-25,sh.601728,3.76,3.77,3.72,3.76,54473645,204241327.08
2022-08-26,sh.601728,3.76,3.76,3.73,3.74,31700885,118721477.9
2022-08-29,sh.601728,3.73,3.74,3.72,3.74,28414746,105992611.81
2022-08-30,sh.601728,3.73,3.75,3.73,3.74,23356890,87346874.24
2022-08-31,sh.601728,3.74,3.77,3.73,3.75,50319815,188844517.03
2022-09-01,sh.601728,3.76,3.78,3.74,3.76,54744216,205900011.62
2022-09-02,sh.601728,3.77,3.79,3.75,3.79,43850338,165455613.55
2022-09-05,sh.601728,3.79,3.82,3.77,3.82,64701357,245642406.0
2022-09-06,sh.601728,3.81,3.83,3.8,3.81,57495208,219322850.43
2022-09-07,sh.601728,3.81,3.83,3.79,3.82,55939293,212988310.94
2022-09-08,sh.601728,3.72,3.76,3.7,3.75,114160303,426707319.01
2022-09-09,sh.601728,3.75,3.8,3.73,3.8,108202910,409174877.4
2022-09-13,sh.601728,3.8,3.84,3.77,3.81,93113414,354693213.74
2022-09-14,sh.601728,3.79,3.81,3.75,3.81,81507437,307943344.91
2022-09-15,sh.601728,3.79,3.82,3.77,3.78,54591232,207095869.7
2022-09-16,sh.601728,3.79,3.79,3.74,3.75,66443112,249788238.51
2022-09-19,sh.601728,3.73,3.78,3.72,3.74,43324659,162136889.78
2022-09-20,sh.601728,3.75,3.76,3.72,3.73,22244100,83191947.0
2022-09-21,sh.601728,3.74,3.76,3.71,3.74,43731908,163305576.95
2022-09-22,sh.601728,3.73,3.76,3.72,3.76,32720465,122555170.28
2022-09-23,sh.601728,3.75,3.89,3.75,3.86,237709248,917531784.5
2022-09-26,sh.601728,3.86,3.87,3.79,3.82,100546723,385653939.85
2022-09-27,sh.601728,3.8,3.86,3.8,3.85,63155029,242375164.0
2022-09-28,sh.601728,3.85,3.88,3.82,3.83,77532928,298934270.37
2022-09-29,sh.601728,3.83,3.86,3.79,3.81,65402700,249659636.76
2022-09-30,sh.601728,3.81,3.85,3.79,3.83,40446274,154530709.06
2022-10-10,sh.601728,3.83,3.91,3.82,3.88,142168634,552935937.33
2022-10-11,sh.601728,3.89,3.89,3.86,3.88,53042115,205507670.22
2022-10-12,sh.601728,3.88,3.95,3.87,3.94,132874063,521411331.97
2022-10-13,sh.601728,3.93,3.98,3.89,3.96,111224342,438710896.04
2022-10-14,sh.601728,3.96,3.97,3.9,3.92,107957506,424671835.58
2022-10-17,sh.601728,3.92,3.95,3.9,3.94,70246320,275206713.3
2022-10-18,sh.601728,3.93,3.94,3.89,3.91,60000727,234705498.01
2022-10-19,sh.601728,3.92,3.93,3.88,3.92,53906762,210293511.18
2022-10-20,sh.601728,3.91,3.94,3.89,3.92,56245720,220449474.86
2022-10-21,sh.601728,3.89,3.92,3.87,3.89,59493752,231319712.46
2022-10-24,sh.601728,3.89,3.91,3.85,3.85,73183974,284480561.03
2022-10-25,sh.601728,3.85,3.89,3.84,3.87,56091746,217031011.37
2022-10-26,sh.601728,3.88,3.88,3.86,3.87,47951843,185441458.72
2022-10-27,sh.601728,3.87,3.97,3.86,3.95,118800493,466018743.83
2022-10-28,sh.601728,3.94,3.96,3.9,3.91,53047600,208704198.1
2022-10-31,sh.601728,3.9,3.95,3.89,3.93,65049546,255463113.86
2022-11-01,sh.601728,3.93,3.98,3.92,3.96,65111357,257973631.72
2022-11-02,sh.601728,3.96,4.15,3.92,4.03,170252326,683885827.88
2022-11-03,sh.601728,3.99,4.0,3.93,3.95,92225502,365268278.99
2022-11-04,sh.601728,3.93,3.97,3.92,3.97,78045716,307997177.37
2022-11-07,sh.601728,3.95,3.96,3.94,3.95,55629917,219544379.93
2022-11-08,sh.601728,3.95,3.96,3.93,3.94,44801236,176598811.74
2022-11-09,sh.601728,3.94,3.96,3.93,3.94,31610571,124723684.74
2022-11-10,sh.601728,3.94,3.97,3.93,3.96,44448534,175840459.15
2022-11-11,sh.601728,4.0,4.0,3.97,3.98,53271725,212338346.38
2022-11-14,sh.601728,3.99,3.99,3.92,3.92,71670665,282905242.51
2022-11-15,sh.601728,3.92,3.94,3.87,3.9,104776339,409331057.05
2022-11-16,sh.601728,3.89,3.92,3.88,3.9,50851571,198386900.03
2022-11-17,sh.601728,3.9,3.91,3.88,3.91,34836655,135701360.41
2022-11-18,sh.601728,3.92,3.94,3.9,3.92,75951190,297865087.8
2022-11-21,sh.601728,3.9,3.91,3.89,3.89,36168481,140998047.06
2022-11-22,sh.601728,3.9,4.15,3.89,4.03,295193201,1193974009.55
2022-11-23,sh.601728,4.0,4.08,3.97,4.03,146279833,589371608.48
2022-11-24,sh.601728,4.02,4.06,3.99,4.02,71428747,287132833.88
2022-11-25,sh.601728,4.01,4.26,4.0,4.19,425726918,1774843853.83
2022-11-28,sh.601728,4.12,4.25,4.1,4.2,197635021,828409683.81
2022-11-29,sh.601728,4.2,4.24,4.15,4.18,131215606,549259679.55
2022-11-30,sh.601728,4.18,4.39,4.17,4.34,351669285,1517523759.37
2022-12-01,sh.601728,4.31,4.66,4.28,4.38,412805480,1843509501.27
2022-12-02,sh.601728,4.35,4.42,4.3,4.34,177526513,772362601.99
2022-12-05,sh.601728,4.41,4.66,4.38,4.59,544696113,2481203192.89
2022-12-06,sh.601728,4.51,4.57,4.45,4.5,261048238,1178133504.44
2022-12-07,sh.601728,4.49,4.5,4.33,4.39,267630499,1178943482.68
2022-12-08,sh.601728,4.38,4.39,4.32,4.36,172720691,751974314.98
2022-12-09,sh.601728,4.35,4.48,4.33,4.4,277695328,1226523866.24
2022-12-12,sh.601728,4.38,4.6,4.37,4.47,253952195,1146623813.62
2022-12-13,sh.601728,4.47,4.49,4.38,4.43,94870128,420675402.48
2022-12-14,sh.601728,4.43,4.48,4.34,4.35,120893569,528963621.0
2022-12-15,sh.601728,4.37,4.39,4.33,4.34,104352744,454263145.08
2022-12-16,sh.601728,4.31,4.36,4.31,4.32,90549474,392057700.81
2022-12-19,sh.601728,4.32,4.34,4.13,4.17,141287381,594859214.69
2022-12-20,sh.601728,4.18,4.23,4.14,4.17,75513599,315741977.28
2022-12-21,sh.601728,4.17,4.2,4.11,4.14,80343246,332815813.92
2022-12-22,sh.601728,4.15,4.23,4.1,4.13,109004528,452857465.58
2022-12-23,sh.601728,4.11,4.25,4.11,4.23,108021029,453817383.53
2022-12-26,sh.601728,4.22,4.3,4.19,4.21,71139477,300721798.08
2022-12-27,sh.601728,4.22,4.26,4.2,4.24,72790804,308878758.71
2022-12-28,sh.601728,4.24,4.3,4.19,4.23,81099341,343499671.51
2022-12-29,sh.601728,4.22,4.24,4.16,4.2,73526446,308322901.76
2022-12-30,sh.601728,4.21,4.23,4.16,4.19,59333375,248544490.78
2023-01-03,sh.601728,4.18,4.42,4.15,4.35,188696184,815469529.12
2023-01-04,sh.601728,4.33,4.41,4.32,4.38,121721565,533315063.55
2023-01-05,sh.601728,4.38,4.48,4.35,4.36,116206004,511274776.3
2023-01-06,sh.601728,4.35,4.36,4.27,4.3,112133503,481886634.63
2023-01-09,sh.601728,4.3,4.36,4.27,4.35,104959185,453710167.89
2023-01-10,sh.601728,4.34,4.36,4.3,4.31,70322203,303876270.55
2023-01-11,sh.601728,4.31,4.38,4.3,4.35,120521250,524344881.1
2023-01-12,sh.601728,4.33,4.43,4.31,4.4,127922894,559001571.73
2023-01-13,sh.601728,4.39,4.45,4.37,4.44,130861463,578715371.8
2023-01-16,sh.601728,4.43,4.45,4.33,4.35,172883398,757801324.44
2023-01-17,sh.601728,4.34,4.37,4.29,4.3,84896231,366653122.16
2023-01-18,sh.601728,4.29,4.43,4.26,4.39,155285734,677817258.95
2023-01-19,sh.601728,4.38,4.45,4.35,4.41,122441454,537529607.89
2023-01-20,sh.601728,4.44,4.85,4.44,4.85,797846042,3791523759.42
2023-01-30,sh.601728,4.98,5.11,4.84,5.0,740630217,3679805490.61
2023-01-31,sh.601728,4.95,5.04,4.87,5.0,368999351,1827815575.81
2023-02-01,sh.601728,4.96,5.17,4.93,5.03,327291913,1642537026.98
2023-02-02,sh.601728,5.02,5.25,5.0,5.14,366037855,1883418137.51
2023-02-03,sh.601728,5.09,5.16,5.0,5.13,236712798,1200323230.75
2023-02-06,sh.601728,5.03,5.17,4.96,5.05,260821784,1319522268.11
2023-02-07,sh.601728,5.04,5.08,5.0,5.03,150392684,757392627.47
2023-02-08,sh.601728,4.98,5.03,4.87,4.88,261841839,1287352690.22
2023-02-09,sh.601728,4.83,5.13,4.81,5.03,201796707,1004760702.2
2023-02-10,sh.601728,5.01,5.17,4.97,5.01,150071022,756818644.56
2023-02-13,sh.601728,4.97,5.1,4.95,5.08,194738619,975786977.47
2023-02-14,sh.601728,5.08,5.15,5.01,5.07,111446149,564587217.41
2023-02-15,sh.601728,5.09,5.53,5.07,5.27,312170576,1644991109.85
2023-02-16,sh.601728,5.27,5.8,5.23,5.7,554264034,3138512291.05
2023-02-17,sh.601728,5.71,5.75,5.38,5.45,405778718,2240730986.57
2023-02-20,sh.601728,5.6,6.0,5.45,6.0,727250588,4262905067.71
2023-02-21,sh.601728,6.04,6.18,5.83,6.15,662831717,3979828362.36
2023-02-22,sh.601728,6.01,6.01,5.66,5.68,809373630,4687391781.21
2023-02-23,sh.601728,5.58,5.64,5.38,5.45,726371847,4009878490.42
2023-02-24,sh.601728,5.43,5.61,5.35,5.53,569600714,3121363779.16
2023-02-27,sh.601728,5.45,5.62,5.44,5.5,467459421,2592239426.41
2023-02-28,sh.601728,5.72,5.95,5.63,5.85,902445694,5207803882.88
2023-03-01,sh.601728,5.78,6.42,5.75,6.35,981057198,6049024505.63
2023-03-02,sh.601728,6.25,6.38,6.14,6.28,542295399,3403522908.04
2023-03-03,sh.601728,6.13,6.66,6.07,6.38,667168511,4268597295.57
2023-03-06,sh.601728,6.45,6.66,6.28,6.42,587533000,3789042086.18
2023-03-07,sh.601728,6.33,6.61,6.1,6.16,653625752,4139303495.27
2023-03-08,sh.601728,6.16,6.45,6.11,6.45,484247663,3021012357.35
2023-03-09,sh.601728,6.39,6.95,6.25,6.8,693359672,4554134104.37
2023-03-10,sh.601728,6.68,7.03,6.57,6.63,658496360,4460233820.15
2023-03-13,sh.601728,6.65,7.27,6.63,7.26,790967716,5535545352.58
2023-03-14,sh.601728,7.12,7.51,7.04,7.28,692732110,4983733195.4
2023-03-15,sh.601728,7.27,7.33,7.01,7.15,459893691,3276174504.32
2023-03-16,sh.601728,7.08,7.3,6.95,7.04,506412545,3596827485.08
2023-03-17,sh.601728,7.05,7.25,6.94,7.25,620005786,4413142187.14
2023-03-20,sh.601728,7.21,7.28,6.53,6.53,965962033,6630084553.75
2023-03-21,sh.601728,6.42,6.7,6.42,6.62,582581893,3831159707.39
2023-03-22,sh.601728,6.55,6.85,6.48,6.7,588000306,3944203653.42
2023-03-23,sh.601728,6.85,6.93,6.52,6.89,891549204,6013650154.08
2023-03-24,sh.601728,6.78,6.8,6.51,6.63,700052198,4646233984.77
2023-03-27,sh.601728,6.55,6.64,6.12,6.35,895751714,5673965057.29
2023-03-28,sh.601728,6.3,6.56,6.24,6.42,659140418,4219805122.56
2023-03-29,sh.601728,6.36,6.42,6.12,6.32,612984486,3841735621.35
2023-03-30,sh.601728,6.29,6.4,6.03,6.08,639192746,3938792813.64
2023-03-31,sh.601728,6.1,6.43,6.05,6.33,602553161,3760384857.87
2023-04-03,sh.601728,6.27,6.62,6.23,6.52,708958197,4553913030.81
2023-04-04,sh.601728,6.47,7.08,6.44,6.97,931677510,6368237654.58
2023-04-06,sh.601728,6.81,7.02,6.63,6.92,555849093,3806175105.51
2023-04-07,sh.601728,6.87,7.12,6.76,6.98,401731371,2779516300.63
2023-04-10,sh.601728,6.92,7.24,6.87,6.89,572445573,4016230063.22
2023-04-11,sh.601728,6.81,6.84,6.5,6.62,547027303,3621943547.62
2023-04-12,sh.601728,6.58,7.12,6.56,7.02,647243963,4497643615.89
2023-04-13,sh.601728,6.9,7.0,6.67,6.8,433860357,2962670140.44
2023-04-14,sh.601728,6.82,7.03,6.74,6.89,404839165,2784946792.89
2023-04-17,sh.601728,6.82,7.07,6.72,7.03,496424919,3450897073.39
2023-04-18,sh.601728,6.91,7.15,6.83,7.08,520010908,3635886073.16
2023-04-19,sh.601728,7.03,7.04,6.74,6.77,502542822,3442010687.36
2023-04-20,sh.601728,6.8,6.88,6.65,6.82,383500618,2605304756.85
2023-04-21,sh.601728,6.84,6.9,6.64,6.64,406064675,2743647671.09
2023-04-24,sh.601728,6.62,6.83,6.55,6.66,315763100,2116442228.02
2023-04-25,sh.601728,6.67,6.7,6.39,6.51,357896156,2341217246.64
2023-04-26,sh.601728,6.44,6.55,6.28,6.49,318333369,2031296231.68
2023-04-27,sh.601728,6.38,6.59,6.31,6.53,290689536,1893564161.73
2023-04-28,sh.601728,6.54,6.71,6.51,6.69,253556967,1685319845.61
2023-05-04,sh.601728,6.61,6.72,6.49,6.65,260819023,1725996962.32
2023-05-05,sh.601728,6.65,6.82,6.49,6.61,289866803,1926938176.8
2023-05-08,sh.601728,6.58,7.01,6.53,6.89,467061625,3179833119.0
2023-05-09,sh.601728,6.85,6.96,6.62,6.65,332830469,2252108271.12
2023-05-10,sh.601728,6.65,6.92,6.55,6.75,287876421,1943876195.69
2023-05-11,sh.601728,6.72,6.72,6.5,6.55,260332117,1710972112.64
2023-05-12,sh.601728,6.55,6.69,6.38,6.39,234111666,1522988783.56
2023-05-15,sh.601728,6.36,6.38,6.02,6.24,410561665,2533647244.29
2023-05-16,sh.601728,6.2,6.3,6.06,6.11,221318156,1365199505.13
2023-05-17,sh.601728,6.05,6.05,5.74,5.85,534357591,3121142824.41
2023-05-18,sh.601728,5.87,5.98,5.83,5.9,282876979,1669839479.53
